review,sentiment
"A lecture over the life of the tormented magician named Ray Charles. His pulses on the piano made fire music and his nostalgic voice created exciting, cool tunes. Each barrier that Ray was facing never kept him down, and he found his way all over conflicts. A real lesson. A great team of producers help recreate the era and armed with great costumes, hairs and settings one will follow Ray's story believing its true, direct filming! An icy music freezes and goosebumps the audience with clever sound editing. But, the most important part of the movie is Jamie Foxx. His acting is really superb, the most diamond polished acting ever seen. He lives his role. He is the Ray of Light.",positive
"Only Connery could bring that particular style with a line like that Fatima crashes into Bond's arms when she water-skis up to the super agent in Nassau and apologizes, 'Oh, how reckless of me. I made you all wet.' The super agent replies, 'Yes, but my martini is still dry.'<br /><br />Barbara Carrera makes a great villain, stealing the show as SPECTRE executioner Fatima Blush Fatima is number 12 in the SPECTRE chain of command, and is a gorgeous assassin who takes intense sensations of pleasure in killing <br /><br />Fatima assumes all the deadly characteristics of Fiona, proving to be one of Bond's toughest adversaries She is a victim of her vanity She's good at what she does, and wants the world to know it But her vanity is her downfall Using every possible approach to eliminate 007, Fatima is a wild and cunning woman who makes love to the man she is about to kill <br /><br />Austrian actor Klaus-María Brandauer (Largo) does not make a very formidable opponent for 007 Referred to as number one in the SPECTRE chain of command, Largo resides in the Bahamas, and travels aboard his super yacht, the Flying Saucer <br /><br />Max Von Sydow becomes the fourth actor to appear as SPECTRE chief Ernst Stavro Blofeld, once more plotting to put the world at ransom <br /><br />Kim Basinger takes the part once owned by the lovely French actress Claudine Auger She is Domino, the mistress of Largo, who soon falls deeply in love with her rescuer <br /><br />Black actor Bernie Casey becomes the sixth actor to play CIA agent Felix Leiter after Jack Lord, Cec Linder, Rik Van Nutter, Norman Burton, and David Hedison...<br /><br />Edward Fox portrays the new, unsympathetic 'M.' Pamela Salem is the third actress to play Miss Moneypenny. Lois Maxwell was the first and Barbara Bouchet was the second.<br /><br />Valerie Leon is the sexy lady in the Bahamas who fished 007 out of the blue water and saved his life by making love to him in her own room Valerie was the Sardinian hotel receptionist in 'The Spy Who loved Me' when Bond and Anya arrive seeking Stromberg<br /><br />Prunella Gee is Shrublands physical therapist Patricia Saskia Cohen Tanugi is Nicole, Bond's Secret Service contact in the South of France <br /><br />Gavan O'Herlihy is Jack Petachi, the U.S. Air Force communications officer who duplicates the President of the United States' 'eye print' and arms two cruise missiles with nuclear warheads <br /><br />Rowan Atkinson is the bumbling foreign officer Nigel Small-Fawcett; and Alec McCowen is Algernon, the armorer who provides 007 some formidable items <br /><br />If you like to see Connery playing a tense battle of wills, disguised as a masseur, attacked by robot-controlled sharks, giving away a considerable amount of money for a tango dance, thrown into a medieval dungeon, don't miss this second of only two ""unofficial"" James Bond films",positive
"(Possible ?? spoilers included, but nothing critical given away.)<br /><br />I just watched this classic low budget movie on video, and was knocked out by the level of energy present on screen. All the actors do themselves proud, especially John Daniels, must see another of his films. Not only does this movie boast great performances, but manages stylish sequences, like when the baron throws someone out of a window and we see shards of glass falling into a swimming pool which erupts from the impact of the fallen man, i love the way slow-motion photography was used in 70's cinema, dreamy and hypnotic. Cool and witty black dudes spout great one liners while slimy seedy lumps of white trash come to unpleasant ends. I love it, my rating 10 / 10. If this ever comes out on dvd, count me in for a purchase.",positive
Excellent episode movie ala Pulp Fiction. 7 days - 7 suicides. It doesnt get more depressing than this. Movie rating: 8/10 Music rating: 10/10,positive
"My god how bad this is. Who is this impostor pretending to be Ali G? Avoid this at all costs. It replaces the smart multi-layered satire and humour of his show with down and out toilet humour.<br /><br />This was obviously an attempt to get him known in the States before he released his show there on HBO.<br /><br />One commentator here pleads that we not judge the movie on the merits of the show due to the difference in the mediums. While it is true that the standard format of the show could never have been transferred to the big screen Mr Sacha Baron Cohen could have ensured the smart use of his comic style in a more conventional movie storyline. Instead we have this mess, which in all honesty has nothing at all to do with Ali G except for the packaging.<br /><br />Terribly disappointing. Go seek out the DVD's of Innit, Aiiii, or Bling Bling for some real Ali G.",negative
"I don't usually comment on films since I am in the movie distribution business, but I have to say that this is one of my favorite films of all time. The acting is fantastic and the script is even better. There were no cheesy speeches or exploitation of handicapped people to try and make this movie more ""Hollywood"". James McAvoy is such an outstanding actor, I could not look away from him if I tried. I was impressed with Steven Robertson as well. I cannot believe this is his first real film. Brenda Fricker plays a small role, but as usual, she is outstanding. This is a movie for everyone to see just how lucky we all are. If you like Awakenings and Mask, you will enjoy this story. You owe it to yourself to check this film out.",positive
"An interesting movie based on three of Jules Verne's novels. Considering the special effects and computer enhanced animation of today, this movie stands as an historic marker of cinematic resourcefulness and imagination. Karel Zeman has brought to life the lithographic images of the original Jules Verne texts. this is a must see for classic science fiction and history buffs.<br /><br />I give this movie 9 out of 10. Enjoy!!",positive
"When I saw the elaborate DVD box for this and the dreadful Red Queen figurine, I felt certain I was in for a big disappointment, but surprise, surprise, I loved it. Convoluted nonsense of course and unforgivable that such a complicated denouement should be rushed to the point of barely being able to read the subtitles, let alone take in the ridiculous explanation. These quibbles apart, however, the film is a dream. Fabulous ladies in fabulous outfits in wonderful settings and the whole thing constantly on the move and accompanied by a wonderful Bruno Nicolai score. He may not be Morricone but in these lighter pieces he might as well be so. Really enjoyable with lots of colour, plenty of sexiness, some gory kills and minimal police interference. Super.",positive
"Where to start? Some guy has some Indian pot that he's cleaning, and suddenly Skeletor attacks. He hits a woman in the neck with an axe, she falls down, but then gets up and is apparently uninjured. She runs into the woods, and it turns out there's the basement of a shopping center out there in the woods. She meets a utility worker and Skeletor attacks again. Luckily, like any good utility worker, he's got a gun and shoots at the guy. Doesn't work, everything starts on fire.<br /><br />Cut to some people walking through the woods. Even though they've been hiking together for some time, they sit down and introduce themselves to each other. Wouldn't they have probably done that when they first met? Anyhow, they're ""undercover"" Delta team members (undercover, I suppose, because that way they don't have to pay to dress them in uniforms). The cute girls are various things such as a sniper school instructor and, oh, I can't remember the rest. It doesn't matter. Eventually they all take their guns out and immediately start aiming them at various things. ? Anyhow, they meet an old Indian who is sitting out in the woods. He wants beans. You know, like pork and beans? He mumbles some stuff, I can only assume that it's the premise of the movie. I relied on having heard the premise from the commercials, because you can't really understand anything he says.<br /><br />So, they walk around the woods some more. All the dialogue is a load of quasi-military, macho BS. I mean all of it, as in every single word. Like ""This reminds me of when we were in Kabul"" or ""This reminds me of when we were in Laos"". Skeletor attacks again. Let me give you a rundown of a basic attack. One of the female characters is crouched behind a tree and she aims her gun at the approaching guy on the horse. For some reason, she doesn't fire but yells several times for someone else. Then as Skeletor approaches, she jumps out from behind the tree so that Skeletor can stick her with his spear. Then everybody starts shooting. The bullets cause sparks to fly from the trees. Apparently the folks who made this movie never shot a tree with a bullet. They don't make sparks.<br /><br />Then Casper Van Diem is all of a sudden driving a semi-truck, trying to run over Skeletor. He misses, and the truck slides to a stop. Van Diem is injured, apparently he slid across the seat and bumped his hip on the window crank or something, so he crawls out of the truck and it explodes. Later he's in the woods dying and everybody says a bunch of quasi-military, macho BS. They meet a couple guys in the woods and blow their ""undercover"" status by immediately identifying themselves as being from the Army. They beat on the guys for some reason, then they go away.<br /><br />Some other stuff happens, people mumble, the camera shakes, etc.<br /><br />I think it comes to an end eventually.<br /><br />My theory is that the Sci-Fi Channel is getting a little annoyed with everyone bashing their movies, so they put this out to remind us all how bad movies can really be. Like, you think our movies are bad? Well, you haven't seen bad. HERE'S BAD!!! Okay, now that we've got that out of the way, the rest of our movies are pretty good in comparison, right?<br /><br />Well, it's just a theory.",negative
"Since my third or fourth viewing some time ago, I've abstained from La Maman et la putain while I wait for the DVD. In the meantime, I've read the french screenplay as well as Alain Philippon's monograph on Jean Eustache. The latter ends with a frustrating filmography, eleven films, fiction, doc, and in-between, impossible to see or, in the cases of Mes petites amoureuses and Le Père Noël..., re-see.<br /><br />A few questions that hit me this moment: Polish Véronika's French is plenty colloquial (un maximum d' ""un maximum d'""). Even so, does she have an accent? I think I can tell she does. What does the absence of color add, especially at the single spot the fringe of the city is glimpsed? How does this fringe differ from the sleep and journey that separates worlds of The Tempest and The Winter's Tale? Ditto Alphaville. We may imagine the elapsed years since have done it, but does Eustache deliberately circumscribe the film's milieu? Is this an enchanted isle? Is Alexandre's a fairy tale? Alexandre's always choreographing himself, worrying about how or where to stand or walk, what to say when, announcing these decisions to who have to care less than he does what he does. Or is this his way of trying to choreograph others by doing it to himself? How different is he from Vertigo's Scottie? (I say, I think, very.) What's the difference, and is there one, between Eustache's Léaud, and Truffaut's, and Godard's? How different is the present Léaud? Isn't he still doing it, whatever it is, in recent roles, Irma Vep, Le Pornographe, whatever, approaching old age? Once I arrived early for one in a series of mostly Antoine Doinel (Léaud's character) Truffaut films. For a long while, every three or five minutes, down the aisle would come a twenty-something male in scarf, tweedy coat, Léaud hair, with a direction-seeking nose. I have no idea whether this was conscious or unconscious mimicry. I was that age, but have no idea what I myself looked like then. No scarf, at least. I do have a brother, though, who seems to have learned his carriage from Bresson.",positive
"So.. what can I tell you about this movie. If you cheated a lot in high school, you do recognize some cheattips...<br /><br />This is the best thing i can tell you about this film!<br /><br />If you like American-teen movies, maybe you also like it!<br /><br />But i don't see this kind of movies as something funny.. sorry to say but if you are older then 10 years, i shouldn't advise you to watch this.<br /><br />Because there is one shot with a couple of beautiful women (girls.. in this movie) i'll give it a rate of: 2!<br /><br />so.. deal for yourself! good luck",negative
"The cult movie for every true Russian intellectual. Everything is brilliant, especially acting: it's beyond any praise. The movie, as the book, is full of symbols: my favorite one is the brightest symbol of Razrukha (colloquial Russian word for ""devastation"", often signifies the period of lifestyle chaos after the 1918-20 Civil War) -- the wide-opened dirty door in the bricky wall squeaking in the snowy wind and the pitch-black hole of the doorway behind it.<br /><br />Now the film is released on DVD with fully restored image and the 5.1 sound, there are well-translated English subtitles too, though some obscene words of Sharikov were replaced by the more mild versions in the translation. I don't know is that DVD available abroad but if you'll find it grab it immediately, it's really worthy of watching.<br /><br />And, in conclusion, a fact: about the 50% of Russians today, mostly youth, can be identified as Sharikovs in a considerable degree. It's the post-Soviet effect: Soviet people appeared to be wholly unprepared for the informational attack of the Western civilization, TV-producers and movie makers have made the entertainment industry and the mass media amazingly aggressive, soulless and thoughtless so that it abetted the darkest instincts of every Russian. Even among the Internet users every third one uses the obscene language in forums and chats because it's amazingly common in colloquial speech.",positive
"This new movie by Jeskid is awesome! Check it out and you'll be amazed. The story of Emily Waters, once a girl from a broken home, whose only means of escape from an abusive father was through her sketchbook. Until one night her drawings manifested into reality and saved her, and now using this power she fights against those who would do evil. Both live action film and hand drawn animation blend together to create a unique and original experience that will shake your soul and blow you away. The music is incredible as well, it really intesifies the emotional experience and draws you deep into the conflict. Directed by Jesse Cowell and animated by Erica Langworthy, starring the beautiful Marissa Parness, with music by Nico Audy-Rowland, Daniel Collins, Jeff Strathearn, Matt Sisco, and Selcuk Bor. Support this film and support Jeskid, he is a very talented guy. Go see his film Shades of Grey as well.",positive
"Part of the movie's low rating is the emphasis on unemployment and the suffering we have to endure. While this is good for drama, in comedy, we know the pains it need not be emphasized. As a result Fun with Dick and Jane is not an appropriate title and I was just plain disappointed failing to see any fun with Dick and Jane. It is true that this is a copy from the movie of the same name, but it fails on the execution and the title was not appropriate for the story line.<br /><br />However, if the movie was retitled to be ""The Art of the Steal"" and the emphasis on bungling slapstick comedy more takes on the robbery and the plans to steal (stupidly of course) would have given the movie a major boost. While, at the same time the movie should show the CEO at least in the beginning to be a crook, so it will be easier to project the pains to someone responsible early on and just leave it at that. The movie suffers a viewpoint issue and with that in mind, a comedy cannot work if the viewpoint is not done properly. A scheming husband character who is that of a Wile E. Coyote on the Road Runner would be more funny, including the slapstick comedy. But in this case, a steal instead of the capture of the bird with complicate contraptions would be extremely funny here. I mean you can make many of these and put them in the movie. But since the viewpoint was done wrongly, the robbery part had to be limited.<br /><br />You will enjoy the movie the first 15 minutes (during Jim Carrey's great rise), but to make the problems they had to faced to be more comical since it is a comedy, that is the part that needs a major overhaul. It can be funnier, if problems were faced more like John Travolta's Civil Action during the downfall. That movie was a serious one but the problems they faced were somewhat comical.",negative
"Before there was Crash, there was this interesting film called Grand Canyon. Released about 14 years sooner than the former film, Grand Canyon was a movie about two people from different backgrounds who come together as friends over a lifetime. To me Crash was still a slightly better film, but Grand Canyon was no slouch either.<br /><br />Taking place in Los Angeles, an upper-class lawyer named Mack (Kevin Kline) takes a shortcut through the seedier side of town only to have his car break down at the worst time. He calls for a tow truck, and has to wait for awhile, only to soon be threatened by a group of dangerous people who want his car. Soon the tow truck driver arrives at the perfect moment, and out steps Simon (Danny Glover) to take the truck away. Both men are threatened, but Simon manages to get himself, Mack, and the car out of dire straits. It is from here on out that a friendship develops between the two men over a lifetime with Mack helping out Simon just as Simon had helped him out of a dangerous situation earlier. You see Simon's sister Deborah (Tina Lifford) is living in a dangerous neighborhood with her two children, and fears for her oldest son who seems to be roaming the streets at night with some bad people. Mack offers them a better place to live as well as hooking Simon up with his secretary's friend Jane (Alfre Woodard).<br /><br />This is the main plot of the film, but there are other smaller plots involving the same secretary mentioned above (Mary Louise Parker) as well as Mack's wife, (Mary McDonnel) who discovers an abandoned baby not long after their son Roberto (Jeremy Sisto in his first movie role) has gone to camp for the summer, and will likely be moving on with his own life soon. The details of all these plots are brought together into one complex movie which uses a police helicopter as a metaphor for life and as a bridge to entwine all the different scenes. This simple plot device works very well and helps greatly with the flow of the story.<br /><br />The director Lawrence Kasdan, whose biggest movie to this date was The Big Chill, has created a splendid movie here. The cast is excellent, and most of the ideas are well thought out, but alas it falls short of greatness because some points, that would've made the film even stronger, are glossed over. The story involving the secretary is one, and the second involving Simon's nephew is the other. These scenes should've been more apart of the entire story, and then maybe Lawrence Kasdan's views of life between the upper and lower classes would've been more on a superior level instead of just very good. Still Grand Canyon exceeded expectations, and yes you will get to see a view of the canyon that this movie was named after. There is also a small role for Steve Martin as Davis, a producer of violent films, who offers his own views on life, and has a small part to play in this movie's ideas.",positive
"DON'T BELIEVE THE HYPE!<br /><br />I had to see why all the critics fawn over this movie. I have seen it and still don't get it. The Plot is thin, very thin. After the movie was over, I still did not know the female lead characters name and one of the two male characters did not even have a name in the credits, he is credited as ""the farmer"". I did not care about the characters, so I did not care about the movie.<br /><br />The scenery and cinematography were brilliant, but so is the stuff on National Geographic or The Discovery Channel.<br /><br />I can not recommend this movie to anyone.",negative
"Alice(Claire Danes) and Darlene(Kate Beckinsale) have been best friends since forever and after they graduate they decide to take a trip to Thailand. Due to a incident, they meet a young attractive mysterious stranger who invites them to go with him Hong Kong for the weekend. But at the airport, Alice and Darlene are mistaken for drug smuggling heroine and they are sent to prison. Now it's time for ultimate survival and true friendship. This was a pretty good movie, i've seen it a couple of times and after a while you notice that they are a few holes in the plot but the movie still keeps you entertained. Claire Danes did a great job as usual, she is a great actress. I would give Brokedown Palace 8/10",positive
"A mean spirited, repulsive horror film about 3 murderous children. Susan Strasberg is totally wasted in a 5-minute cameo, even though she receives star billing. If your a Julie Brown fan, you'll want to check it out, since she's naked in a couple of shots. All others,avoid.",negative
"The movie appeals to public due to charisma of Ben Stiller and notoriety of J. Aniston. It seems that we have here a recipe for a successful title, but there's nothing successful in this movie.<br /><br />Polly is very well played by Aniston, no doubt. This is the kind of character which suits her perfectly. <br /><br />Bem Stiller is the same troublesome guy like in "" Meet the parents"", but in this movie the comic scenes are few compared to the title mentioned above.<br /><br />The script is very poor with nothing special at all. With this two well payed actors the things could get a lot better - but what can they do when there is such a poor story and script.<br /><br />4 out of 10.",negative
The arch title doesn't fit this gentle romantic comedy. Donna Reed and Tom Drake don't have much chemistry -- but their characters aren't supposed to. Both are extremely likable and attractive.<br /><br />The supporting cast is a dream -- with the exception of Sig Ruman's annoying faux Russian.,positive
"i think the team behind this film did a very good job with the limitations they had. only £300,000 and 7 weeks to write, film and edit the whole thing which i think is an achievement in itself. although this film is not for the masses (as a young innocent teenage girl is killed and there is homo-eroticism involved in the story) i think that this film is a heart wrenching tragedy and the more deeply involved you get in the story, the more sadness you feel. more so towards Heaton because of the love he feels but is not returned.<br /><br />this is one of my favourite British films that i enjoyed very much and would watch again. i think that it's a shame that is film is not very well heard of at all.",positive
"It must be so difficult to tell a story where not much happens, yet still grip the viewers attention. I think this short film achieves this with effortless quality. Rutger has an amazing voice that is very soothing, wise and fatherly, (I'm not gay) it reminds of the qualities that Robert Redford has in narrating. The end is very sad, but beautiful. One wonders how long Harry has left, will he be lonely and will he get to say his goodbyes? Also one gets annoyed at Mr Hauer for not getting involved in more work of this caliber. Lets hope he continues to do fine work in Holland and stays away from Hollywood.<br /><br />Worth Watching",positive
"This is a hard show to watch. It's not something to sit back and relax to. It kept me on the edge of my seat for several seasons. People get screwed over, raped, tortured and die like flies. There are male organs everywhere, there is excrement, puke and blood. Oz is a brave show. It brings up issues like racism, homosexuality, prisoners reality and most of all; -capital punishment. It is, in my opinion also successful in doing so, unlike for example, the single-tracked ""Medium"".<br /><br />It bored me sometimes. It had some weird story lines and they spent to much time on characters that just didn't interest me. Strangely enough, I found season 1 to be quite boring. If I had watched it while it aired I think I wouldn't have continued to watch it. I love seasons 2 - 4. Season 5 and 6 are watchable, (although I think it shouldn't be allowed to utter the words ""Cyril"" and ""Death Row"" in the same sentence)<br /><br />There are so many marvelous characters to root for. The old guys Bob and Busmalis, who I absolutely fell in love with from day one. Said, Adebesi, Pancamo and Schillinger, four very strong and charismatic leaders in their own way. Augustus Hill, who's monologues tied the episodes together so efficient. The staff with people like Sister Pete and Ray Mukada-also brilliant. Also minor characters that was only in for a couple of episodes or a few seasons, but left a good impression as well.<br /><br />My favorites are the O'Reily brothers. Their relationship was the most gut-wrenching and warmest I seen on television. If there is anything I will always remember about this show it's them. There will never be another ""pairing"" or what to call it, that will make me ache so much. Thats why, when the ends come for them as well, it almost hurt to much. I wish it would never have happened. I wish I had never watched it.<br /><br />But good one Fontana. I do recommend it.",positive
"wow! i watched the trailer for this one and though 'nah, this one is not for me'. i watched my husband and our friend's faces during the trailer, and knew this was a 'boy movie'. i mean, hallo! a bunch of chick barmaids that dance - another striptease?<br /><br />then, i started watching it, it didn't look all that bad. so i carried on watching. i watched it right to the end. what an awesome movie. if anything, this is a chick-flick. these girls have attitude. it is really a feel-good movie, and a bit of a love story. really leaves you with a nice feeling.<br /><br />basically, the story of a small-town girl making it big in the city, after going through the usual big-city c**p. there have been a couple of these, it is almost a new urban legend. but it also makes you think of your life, and what you have achieved. well, me anyway. i think it is because the whole working in a bar scenario is very familiar, not just for me, but for many people i know. Don't trust the trailers for this one - it is aimed at bringing the men in.",negative
"This is an incredible movie that begins slowly. It leads you along in thinking of it as a typical maudlin family drama. Then, in the second half, there is a plot twist that utterly transforms this into a profound tale of global scope.<br /><br />If you are unaccustomed to films from India, with song and dance routines seemingly grafted on for no reason, stick with this movie. Especially beginning with the second half, you will find this movie an amazing experience.<br /><br />*********** Minor Spoiler Here ************* I have but one complaint with the movie. The dialog at the end (between Amudha and MDS) seemed very weak and missed the opportunity to bring in the war as a force that transforms people's lives. It was implied all along, but there should have been something about the importance of the struggle for MDS.",positive
"'Presque Rien' ('Come Undone') is an earlier work by the inordinately gifted writer/ director Sébastien Lifshitz (with the collaboration of writer Stéphane Bouquet - the team that gave us the later 'Wild Side'). As we come to understand Lifshitz's manner of storytelling each of his works becomes more treasureable. By allowing his tender and sensitive love stories to unfold in the same random fashion found in the minds of confused and insecure youths - time now, time passed, time reflective, time imagined, time alone - Lifshitz makes his tales more personal, involving the viewer with every aspect of the characters' responses. It takes a bit of work to key into his method, but going with his technique draws us deeply into the film.<br /><br />Mathieu (handsome and gifted Jérémie Elkaïm) is visiting the seaside for a holiday, a time to allow his mother (Dominique Reymond) to struggle with her undefined illness, cared for by the worldly and wise Annick (Marie Matheron) and accompanied by his sister Sarah (Laetitia Legrix): their distant father has remained at home for business reasons. Weaving in and out of the first moments of the film are images of Mathieu alone, looking depressed, riding trains, speaking to someone in a little recorder. We are left to wonder whether the unfolding action is all memory or contemporary action.<br /><br />While sunning at the beach Mathieu notices a handsome youth his age starring at him, and we can feel Mathieu's emotions quivering with confusion. The youth Cédric (Stéphane Rideau) follows Mathieu and his sister home, continuing the mystery of attraction. Soon Cédric approaches Mathieu and a gentle introduction leads to a kiss that begins a passionate love obsession. Mathieu is terrified of the direction he is taking, rebuffs Cédric's public approaches, but continues to seek him out for consignations. The two young men are fully in the throes of being in love and the enactment of the physical aspect of this relationship, so very necessary to understanding this story, is shared with the audience in some very erotic and sensual scenes. Yet as the summer wears on Mathieu, a committed student, realizes that Cédric is a drifter working in a condiment stand at a carnival. It becomes apparent that Cédric is the Dionysian partner while Mathieu is the Apollonian one: in a telling time in architectural ruin Mathieu is excited by the beauty of the history and space while Cédric is only interested in the place as a new hideaway for lovemaking.<br /><br />Mathieu is a complex person, coping with his familial ties strained by critical illness and a non-present father, a fear of his burgeoning sexuality, and his nascent passion for Cédric. Their moments of joy are disrupted by Cédric's admission of infidelity and Mathieu's inability to cope with that issue and eventually they part ways. Time passes, family changes are made, and Mathieu drifts into depression including a suicide attempt. The manner in which Mathieu copes with all of these challenges and finds solace, strangely enough, in one of Cédric's past lovers Pierre (Nils Ohlund) brings the film to an ambiguous yet wholly successful climax.<br /><br />After viewing the film the feeling of identification with these characters is so strong that the desire to start the film from the beginning now with the knowledge of the complete story is powerful. Lifshitz has given us a film of meditation with passion, conflicts with passion's powers found in love, and a quiet film of silences and reveries that are incomparably beautiful. The entire cast is superb and the direction is gentle and provocative. Lifshitz is most assuredly one of the bright lights of film-making. In French with English subtitles. Highly Recommended. Grady Harp",positive
"*Spoilers and extreme bashing lay ahead*<br /><br />When this show first started, I found it tolerable and fun. Fairly Oddparents was the kind of cartoon that kids and adults liked. It also had high ratings along with Spongebob. But it started to fall because of the following crap that Butch Hartman and his team shoved into the show.<br /><br />First off, toilet humor isn't all that funny. You can easily pull off a fast laugh from a little kiddie with a burp, but that's pretty much the only audience that would laugh at such a cliché joke. Next there are the kiddie jokes. Lol we can see people in their underwear and we can see people cross-dressing. LOLOLOL!!! I just can't stop laughing at such gay bliss! Somebody help me! But of course, this show wouldn't suck that bad if it weren't for stereotypes. Did you see how the team portrayed Australians? They saw them as nothing but kangaroo-loving, boomerang-throwing simpletons who live in a hot desert. But now... Is the coup de grace of WHY this show truly sucks the loudest of them all... OVER-USED JOKES!!! The show constantly pulls up the same jokes (the majority of them being unfunny) thinking it is like the greatest thing ever! Cosmo is mostly the one to blame. I hated how they kept on mentioning ""Super Toilet"" (which also has a blend of kiddish humor in it just as well) and Cosmo would freak out. And who could forget that dumb battery ram joke that every goddamn parent in Dimmsdale would use in that one e-mail episode? You know, the one in which every single parent (oblivious to other parents saying it) would utter the EXACT same sentence before breaking into their kid's room? Yes, it may be first class humor to some people, but it is pure s*** to others.<br /><br />If I'm not mistaken, I do believe Butch Hartman said something about ending the show. Thank God! Everyone around my area says it's, like, the funniest Nickelodeon show ever. I just can't agree with it I think it's just another pile of horse dung that we get on our cartoon stations everyday, only worse.",negative
"I just got this movie for Christmas and have already added it to my favorites list. A cute and simple story which makes a beautiful movie. Who could not love Uncle Felix or not have their mouth water at the sound of all that food. Definite points go to Sydney Greenstreet for his performance of Alexander Yardley and also to Reginald Gardiner who played John Sloane, the impossibly boring fiancee. Truly a gem to be watched every Christmas.",positive
"Despite a decent first season this series never came close to realizing its potential. Set as a prequel to the original ""Star Trek"" series it was doomed almost from the start by an executive producer, Rick Berman, who felt compelled to artificially limit and constrict the definition of what a ""Star Trek"" series could be (which made this futuristic show increasingly anachronistic from a dramatic standpoint). The actual show-runner, Brannon Braga, didn't help matters by his uninspired and tired rehashing of previous Trek episodes and careless disregard of the franchise's internal mythology (it was painfully obvious early on that he was in it only for the paycheck). Never have I seen a series' that so consistently did a disservice to a cast of talented actors (Jolene Blaylock excepted)last so long. It is as if this entire series was produced in bubble existing outside the contemporary television landscape where the audience (even a Trekker audience) is more demanding and sophisticated in their dramatic wants and desires. Unfortunately it appears as if Berman and Braga have succeeded in convincing the higher ups at Paramount that ""Enterprise"" suffered from ""franchise fatigue"" and that its core audience was did not walk away but was driven off. Produce a quality offering that lives up to the high ideals and standards of its predecessors and they (the audience) will come.<br /><br />Simply put, In a TeeVee universe where we are given shows like ""Battlestar: Galactica"" and ""The Shield"" the powers-that-be must give the viewing public a ""Star Trek"" that measures up and is dramatically competitive. It is just that straightforward and easy.",negative
"Simply but imaginatively filmed studio-set performance short, a perfect match of music and images that defines the very coolness of cool and the hipness of hip. The precise visual and musical arrangements give the lie to its claim to be a record of a jam session: what it is, is a pop video - every bit as stylised and knowing as that implies, and all the better for it. Among the very best music films ever made, and almost certainly the most cinematic. These cats are solid gone, daddy-o ...",positive
"When a rich tycoon is killed in a plane crash, his spinster twin sister, Martha Craig (Madge Kennedy), doesn't believe he grabbed the controls in a suicide dive (even though self-snuff runs in the family) but his three beautiful daughters couldn't care less. The pilot, Jim Norton (John Bromfield), goes to work for Valerie Craig (Kathleen Hughes) who soon coerces him into helping her wrest control of the estate from her troubled sister, Lorna (Sara Shane) and the family lawyer (Jess Barker). Valerie wants Norton to seduce Lorna when he's not fending off the advances of another sister, the nymphet Vicki (Marla English), but her plans are thrown into a tailspin when Norton falls for his prey. All bets are off as a world of woe -including corporate chicanery, seductions, suicides, blackmail, a murder plot, the Mann Act, double-crosses, disfigurement, and poetic justice- befall ""Craig Manor"", an imposing mansion on a bluff overlooking the sea...<br /><br />This preposterous potboiler would have made a perfect second feature for WRITTEN ON THE WIND, also from 1956. Douglas Sirk's saga of a powerful (and powerfully dysfunctional) oil clan was said to have inspired the 1980s night-time TV serial DALLAS but the Craig's low-brow excursion into insanity seems right out of it's sinful sister-soap, DYNASTY. All three siblings (only one of whom is really bad) are great beauties but it's Kathleen Hughes' cartoon villainy that stands out. Valerie is relentless in her quest to inherit the family fortune and her unbridled enthusiasm for evil is one of the movie's many guilty pleasures. Teenage sister Vicki is quite a piece of work as well, reminiscent of Carmen Sternwood in THE BIG SLEEP. When they first meet, she pulls the equivalent of trying to sit on Norton's lap while he's still standing by coming on to him with the line ""I graduated summa cum laude from Embrace-able U."" Whew!<br /><br />THREE BAD SISTERS, produced by schlockmeister Howard W. Koch, is a terrific trash-wallow in exploitation excess and the cast is B-Movie Heaven: Marla ""She Creature"" English, 50s hunk John ""Revenge Of The Creature"" Bromfield (once married to French sexpot Corinne Calvet), Universal starlet Sara Shane (discovered by Hedy Lamarr), Jess ""Mr. Susan Hayward"" Barker, Kathleen ""It Came From Outer Space"" Hughes, and former silent screen star Madge Kennedy give it all they've got -however much or little that is. Future Eurotrash star Brett Halsey (TRUMPET OF THE Apocalypse) is seen briefly as one of Vicki's victims.<br /><br />B-Movie rating: 10/10 Marla (and her body English) made marvelous movies! THREE BAD SISTERS was recently seen on the big screen as part of the Palm Springs Film Noir Festival but the jury's still wiping soap suds out of ...aw hell, it's noir (5/10 on the noirometer).",positive
