,namn,antal,gender
2603,Ottonie,31,flicknamn
2604,Omnia,30,flicknamn
2605,Ottolina,30,flicknamn
2606,Olars,29,flicknamn
2607,Olla,29,flicknamn
2608,Oscaria,29,flicknamn
2609,Oscarsdotter,29,flicknamn
2610,Olof,113228,pojknamn
2611,Oskar,45073,pojknamn
2612,Oscar,36805,pojknamn
2613,Olov,34848,pojknamn
2614,Ove,31004,pojknamn
2615,Olle,21413,pojknamn
2616,Oliver,20932,pojknamn
2617,Ola,20835,pojknamn
2618,Otto,12063,pojknamn
2619,Omar,7799,pojknamn
2620,Olavi,5503,pojknamn
2621,Ossian,3236,pojknamn
2622,Owe,2950,pojknamn
2623,Osman,2641,pojknamn
2624,Ole,2119,pojknamn
2625,Olav,2098,pojknamn
2626,Oliwer,1849,pojknamn
2627,Odd,1372,pojknamn
2628,Osama,992,pojknamn
2629,Omer,844,pojknamn
2630,Orvar,807,pojknamn
2631,Omid,729,pojknamn
2632,Osvald,719,pojknamn
2633,Otis,690,pojknamn
2634,Orlando,603,pojknamn
2635,Olaf,552,pojknamn
2636,Olivier,429,pojknamn
2637,Othman,405,pojknamn
2638,Orhan,392,pojknamn
2639,Ozzy,389,pojknamn
2640,Onni,371,pojknamn
2641,Odin,369,pojknamn
2642,Osmo,336,pojknamn
2643,Oleg,331,pojknamn
2644,Oden,303,pojknamn
2645,Oskari,300,pojknamn
2646,Olli,298,pojknamn
2647,Olaus,281,pojknamn
2648,Owen,271,pojknamn
2649,Omran,242,pojknamn
2650,Oswald,236,pojknamn
2651,Ossi,225,pojknamn
2652,Osborn,222,pojknamn
2653,Osvaldo,220,pojknamn
2654,Olow,198,pojknamn
2655,Oiva,197,pojknamn
2656,Oday,195,pojknamn
2657,Olliver,181,pojknamn
2658,Onur,181,pojknamn
2659,Orion,181,pojknamn
2660,Oddvar,172,pojknamn
2661,Ousman,157,pojknamn
2662,Omed,155,pojknamn
2663,Oleksandr,151,pojknamn
2664,Osborne,138,pojknamn
2665,Ottar,137,pojknamn
2666,Obada,123,pojknamn
2667,Ovidiu,122,pojknamn
2668,Ozan,121,pojknamn
2669,Octavio,110,pojknamn
2670,Oliwier,109,pojknamn
2671,Odai,106,pojknamn
2672,Olofsson,106,pojknamn
2673,Osamah,99,pojknamn
2674,Obaid,94,pojknamn
2675,Oussama,89,pojknamn
2676,Oktay,88,pojknamn
2677,Octavian,86,pojknamn
2678,Obaida,83,pojknamn
2679,Ognjen,82,pojknamn
2680,Okan,75,pojknamn
2681,Ossama,75,pojknamn
2682,Oddbjörn,72,pojknamn
2683,Oswaldo,69,pojknamn
2684,Oguzhan,68,pojknamn
2685,Ousama,67,pojknamn
2686,Olafur,63,pojknamn
2687,Odal,60,pojknamn
2688,Orm,60,pojknamn
2689,Oluf,57,pojknamn
2690,Oumar,57,pojknamn
2691,Orla,55,pojknamn
2692,Orre,54,pojknamn
2693,Obinna,54,pojknamn
2694,Odisho,53,pojknamn
2695,Ored,51,pojknamn
2696,Oudah,49,pojknamn
2697,Ollie,48,pojknamn
2698,Otieno,47,pojknamn
2699,Olivér,46,pojknamn
2700,Pia,23247,flicknamn
2701,Pernilla,18397,flicknamn
2702,Petra,15321,flicknamn
2703,Paulina,8051,flicknamn
2704,Patricia,6646,flicknamn
2705,Paula,6045,flicknamn
2706,Pauline,3480,flicknamn
2707,Petronella,2087,flicknamn
2708,Pirjo,1725,flicknamn
2709,Pamela,1604,flicknamn
2710,Pirkko,1300,flicknamn
2711,Päivi,1193,flicknamn
2712,Persdotter,939,flicknamn
2713,Paola,931,flicknamn
2714,Penny,858,flicknamn
2715,Philippa,796,flicknamn
2716,Peggy,702,flicknamn
2717,Phuong,553,flicknamn
2718,Patrycja,528,flicknamn
2719,Pilar,496,flicknamn
2720,Parisa,464,flicknamn
2721,Petersdotter,383,flicknamn
2722,Pauliina,377,flicknamn
2723,Polly,353,flicknamn
2724,Parvin,342,flicknamn
2725,Perla,319,flicknamn
2726,Pixie,296,flicknamn
2727,Päivikki,292,flicknamn
2728,Pernille,276,flicknamn
2729,Priscilla,270,flicknamn
2730,Paulin,259,flicknamn
2731,Paloma,247,flicknamn
2732,Paz,223,flicknamn
2733,Penelope,193,flicknamn
2734,Ping,188,flicknamn
2735,Pippi,183,flicknamn
2736,Panagiota,179,flicknamn
2737,Princess,173,flicknamn
2738,Pari,172,flicknamn
2739,Parvaneh,172,flicknamn
2740,Polina,172,flicknamn
2741,Poppy,172,flicknamn
2742,Py,171,flicknamn
2743,Pella,170,flicknamn
2744,Pinar,163,flicknamn
2745,Pearl,162,flicknamn
2746,Pelin,162,flicknamn
2747,Pim,162,flicknamn
2748,Pi,158,flicknamn
2749,Phoebe,154,flicknamn
2750,Piroska,152,flicknamn
2751,Pyret,147,flicknamn
2752,Priya,146,flicknamn
2753,Paraskevi,141,flicknamn
2754,Pranee,140,flicknamn
2755,Patrizia,138,flicknamn
2756,Piia,137,flicknamn
2757,Pärsdotter,134,flicknamn
2758,Patrice,132,flicknamn
2759,Pegah,132,flicknamn
2760,Pethra,132,flicknamn
2761,Pärla,122,flicknamn
2762,Paris,114,flicknamn
2763,Parwin,110,flicknamn
2764,Precious,108,flicknamn
2765,Priyanka,105,flicknamn
2766,Pia-Maria,104,flicknamn
2767,Petrea,102,flicknamn
2768,Pia-Lena,101,flicknamn
2769,Perihan,99,flicknamn
2770,Puck,99,flicknamn
2771,Pascale,98,flicknamn
2772,Paulette,97,flicknamn
2773,Patriksdotter,93,flicknamn
2774,Pavlina,91,flicknamn
2775,Pers,91,flicknamn
2776,Pandora,87,flicknamn
2777,Petrine,85,flicknamn
2778,Payman,82,flicknamn
2779,Parthena,78,flicknamn
2780,Phung,75,flicknamn
2781,Patience,71,flicknamn
2782,Pola,69,flicknamn
2783,Pantea,67,flicknamn
2784,Priscila,65,flicknamn
2785,Pooja,64,flicknamn
2786,Piret,63,flicknamn
2787,Pornthip,63,flicknamn
2788,Peri,62,flicknamn
2789,Parveen,61,flicknamn
2790,Per,165964,pojknamn
2791,Peter,113600,pojknamn
2792,Patrik,41770,pojknamn
2793,Paul,18603,pojknamn
2794,Philip,16895,pojknamn
2795,Pär,16844,pojknamn
2796,Pontus,16220,pojknamn
2797,Petter,10232,pojknamn
2798,Pierre,8757,pojknamn
2799,Patrick,6678,pojknamn
2800,Peder,6054,pojknamn
2801,Per-Olof,5036,pojknamn
2802,Per-Erik,3641,pojknamn
2803,Patric,3613,pojknamn
2804,Piotr,3216,pojknamn
2805,Pelle,2431,pojknamn
2806,Pekka,2335,pojknamn
2807,Pawel,2263,pojknamn
2808,Per-Åke,1981,pojknamn
2809,Petri,1758,pojknamn
2810,Petrus,1680,pojknamn
2811,Per-Olov,1611,pojknamn
2812,Percy,1573,pojknamn
2813,Per-Arne,1568,pojknamn
2814,Per-Anders,1552,pojknamn
2815,Per-Ola,1463,pojknamn
2816,Pentti,1384,pojknamn
2817,Per Olof,1138,pojknamn
2818,Pål,1032,pojknamn
2819,Pablo,989,pojknamn
2820,Pehr,980,pojknamn
2821,Pedro,945,pojknamn
2822,Petteri,843,pojknamn
2823,Pertti,830,pojknamn
2824,Pauli,796,pojknamn
2825,Per Erik,723,pojknamn
2826,Patricio,718,pojknamn
2827,Pascal,705,pojknamn
2828,Pasi,694,pojknamn
2829,Pavel,665,pojknamn
2830,Philippe,635,pojknamn
2831,Petar,627,pojknamn
2832,Patryk,623,pojknamn
2833,Paavo,615,pojknamn
2834,Per-Gunnar,591,pojknamn
2835,Per-Ove,569,pojknamn
2836,Per Anders,567,pojknamn
2837,Per Arne,552,pojknamn
2838,Przemyslaw,543,pojknamn
2839,Poul,536,pojknamn
2840,Per Åke,515,pojknamn
2841,Per-Inge,500,pojknamn
2842,Panagiotis,489,pojknamn
2843,Prince,456,pojknamn
2844,Per-Eric,441,pojknamn
2845,Paolo,434,pojknamn
2846,Paulo,411,pojknamn
2847,Per Olov,403,pojknamn
2848,Perry,388,pojknamn
2849,Preben,385,pojknamn
2850,Per-Axel,360,pojknamn
2851,Per-Johan,360,pojknamn
2852,Petros,347,pojknamn
2853,Pieter,344,pojknamn
2854,Predrag,338,pojknamn
2855,Pether,335,pojknamn
2856,Phillip,326,pojknamn
2857,Paulus,306,pojknamn
2858,Per-Göran,300,pojknamn
2859,Palle,273,pojknamn
2860,Per Ola,258,pojknamn
2861,Philipp,249,pojknamn
2862,Putte,241,pojknamn
2863,Pedram,230,pojknamn
2864,Per-Henrik,222,pojknamn
2865,Pier,216,pojknamn
2866,Parviz,215,pojknamn
2867,Per-Håkan,212,pojknamn
2868,Peo,206,pojknamn
2869,Pal,200,pojknamn
2870,Peeter,199,pojknamn
2871,Per-Magnus,192,pojknamn
2872,Péter,184,pojknamn
2873,Pär-Ola,175,pojknamn
2874,Phoenix,173,pojknamn
2875,Pietro,171,pojknamn
2876,Per Ove,164,pojknamn
2877,Petru,160,pojknamn
2878,Per Gunnar,155,pojknamn
2879,Pa,153,pojknamn
2880,Qasim,207,flicknamn
2881,Qamar,178,flicknamn
2882,Quynh,165,flicknamn
2883,Qi,121,flicknamn
2884,Qing,121,flicknamn
2885,Qader,108,flicknamn
2886,Qian,87,flicknamn
2887,Qendresa,83,flicknamn
2888,Quyen,74,flicknamn
2889,Qin,70,flicknamn
2890,Queen,55,flicknamn
2891,Qays,52,flicknamn
2892,Qusay,47,flicknamn
2893,Quan,43,flicknamn
2894,Qaali,41,flicknamn
2895,Qadir,40,flicknamn
2896,Qais,40,flicknamn
2897,Qasem,40,flicknamn
2898,Qiong,39,flicknamn
2899,Qadro,38,flicknamn
2900,Qali,35,flicknamn
2901,Qadra,35,flicknamn
2902,Qamile,34,flicknamn
2903,Que,34,flicknamn
2904,Qizi,25,flicknamn
2905,Qahtan,25,flicknamn
2906,Queenie,22,flicknamn
2907,Qassim,22,flicknamn
2908,Qun,21,flicknamn
2909,Qaryaqos,20,flicknamn
2910,Qui,20,flicknamn
2911,Qui,20,flicknamn
2912,Qiu,20,flicknamn
2913,Quinn,19,flicknamn
2914,Qudsia,19,flicknamn
2915,Qiao,17,flicknamn
2916,Qaasim,16,flicknamn
2917,Qutaiba,15,flicknamn
2918,Qasin,14,flicknamn
2919,Qianqian,13,flicknamn
2920,Qaid,13,flicknamn
2921,Qingqing,13,flicknamn
2922,Qadijo,13,flicknamn
2923,Qefsere,13,flicknamn
2924,Qëndresa,12,flicknamn
2925,Quy,12,flicknamn
2926,Qadan,11,flicknamn
2927,Qadiijo,11,flicknamn
2928,Qassem,10,flicknamn
2929,Qadar,10,flicknamn
2930,Qalif,10,flicknamn
2931,Qabas,10,flicknamn
2932,Quoc,10,flicknamn
2933,Qurat,9,flicknamn
2934,Qarin,9,flicknamn
2935,Quang,9,flicknamn
2936,Qayssar,8,flicknamn
2937,Qiuhong,7,flicknamn
2938,Qiuping,7,flicknamn
2939,Qristina,7,flicknamn
2940,Qiuyue,7,flicknamn
2941,Qendrese,7,flicknamn
2942,Qadriya,7,flicknamn
2943,Quman,7,flicknamn
2944,Quyên,6,flicknamn
2945,Quresh,6,flicknamn
2946,Qiang,6,flicknamn
2947,Qamilla,6,flicknamn
2948,Quilla,6,flicknamn
2949,Qu,6,flicknamn
2950,Qim,6,flicknamn
2951,Quinta,6,flicknamn
2952,Qerime,6,flicknamn
2953,Qaidar,5,flicknamn
2954,Qiuxia,5,flicknamn
2955,Qusai,5,flicknamn
2956,Qianru,5,flicknamn
2957,Qossay,5,flicknamn
2958,Quennie,5,flicknamn
2959,Qamer,5,flicknamn
2960,Qaiss,5,flicknamn
2961,Qia,5,flicknamn
2962,Qussay,5,flicknamn
2963,Qiuyan,5,flicknamn
2964,Qingyun,5,flicknamn
2965,Qina,5,flicknamn
2966,Qianyu,5,flicknamn
2967,Qianyi,5,flicknamn
2968,Qvist,5,flicknamn
2969,Qandi,5,flicknamn
2970,Quang,395,pojknamn
2971,Qasim,367,pojknamn
2972,Quoc,312,pojknamn
2973,Qais,168,pojknamn
2974,Qasem,156,pojknamn
2975,Qader,138,pojknamn
2976,Quentin,131,pojknamn
2977,Qusay,119,pojknamn
2978,Quan,109,pojknamn
2979,Qusai,106,pojknamn
2980,Qadir,83,pojknamn
2981,Qays,76,pojknamn
2982,Qendrim,75,pojknamn
2983,Qiang,58,pojknamn
2984,Quy,57,pojknamn
2985,Qahtan,55,pojknamn
2986,Quintus,52,pojknamn
2987,Qi,50,pojknamn
2988,Qazim,46,pojknamn
2989,Qadar,45,pojknamn
2990,Qvintus,44,pojknamn
2991,Qutaiba,39,pojknamn
2992,Qassim,39,pojknamn
2993,Quincy,38,pojknamn
2994,Quyen,35,pojknamn
2995,Qamil,33,pojknamn
2996,Qaisar,30,pojknamn
2997,Quinn,29,pojknamn
2998,Qasin,29,pojknamn
2999,Qalid,28,pojknamn
3000,Qing,27,pojknamn
3001,Qaiser,26,pojknamn
3002,Qqq,25,pojknamn
3003,Qassem,25,pojknamn
3004,Qussay,23,pojknamn
3005,Qui,21,pojknamn
3006,Qamar,21,pojknamn
3007,Qian,20,pojknamn
3008,Qerim,20,pojknamn
3009,Qaid,19,pojknamn
3010,Qurban,19,pojknamn
3011,Qudratullah,18,pojknamn
3012,Qahraman,17,pojknamn
3013,Qin,17,pojknamn
3014,Qayssar,17,pojknamn
3015,Quintin,14,pojknamn
3016,Qaasim,14,pojknamn
3017,Qussai,14,pojknamn
3018,Qosai,14,pojknamn
3019,Qaalid,13,pojknamn
3020,Quinton,13,pojknamn
3021,Qaed,13,pojknamn
3022,Qani,13,pojknamn
3023,Qaiss,12,pojknamn
3024,Quinten,12,pojknamn
3025,Qaryaqos,12,pojknamn
3026,Qaddoori,11,pojknamn
3027,Qadeer,11,pojknamn
3028,Quyet,11,pojknamn
3029,Qalif,11,pojknamn
3030,Qossay,11,pojknamn
3031,Qiao,10,pojknamn
3032,Qorban,10,pojknamn
3033,Qaro,9,pojknamn
3034,Quynh,9,pojknamn
3035,Qvitt,9,pojknamn
3036,Qëndrim,8,pojknamn
3037,Qorane,8,pojknamn
3038,Qudrat,8,pojknamn
3039,Qemajl,8,pojknamn
3040,Qeis,7,pojknamn
3041,Qodrat,7,pojknamn
3042,Qrt,7,pojknamn
3043,Qinghua,7,pojknamn
3044,Quimey,7,pojknamn
3045,Qazi,6,pojknamn
3046,Qayyum,6,pojknamn
3047,Qahar,6,pojknamn
3048,Qalinle,6,pojknamn
3049,Qanbar,6,pojknamn
3050,Que,6,pojknamn
3051,Qadri,6,pojknamn
3052,Quirino,6,pojknamn
3053,Quân,6,pojknamn
3054,Qaseem,6,pojknamn
3055,Qasm,5,pojknamn
3056,Qim,5,pojknamn
3057,Qun,5,pojknamn
3058,Quno,5,pojknamn
3059,Quirinus,5,pojknamn
3060,Rut,19078,flicknamn
3061,Rebecca,15362,flicknamn
3062,Rebecka,15103,flicknamn
3063,Ruth,14716,flicknamn
3064,Rose-Marie,9309,flicknamn
3065,Ragnhild,6890,flicknamn
3066,Ronja,6210,flicknamn
3067,Regina,4566,flicknamn
3068,Rita,4442,flicknamn
3069,Rosa,4123,flicknamn
3070,Rigmor,3604,flicknamn
3071,Rose,2751,flicknamn
3072,Rosita,2751,flicknamn
3073,Ritva,2361,flicknamn
3074,Renée,2330,flicknamn
3075,Ros-Marie,1988,flicknamn
3076,Riitta,1731,flicknamn
3077,Rakel,1706,flicknamn
3078,Ramona,1596,flicknamn
3079,Raija,1402,flicknamn
3080,Rana,1296,flicknamn
3081,Runa,1258,flicknamn
3082,Renate,1144,flicknamn
3083,Raili,1047,flicknamn
3084,Renata,1034,flicknamn
3085,Ragna,1026,flicknamn
3086,Ros-Mari,957,flicknamn
3087,Rania,943,flicknamn
3088,Rima,871,flicknamn
3089,Rosalie,783,flicknamn
3090,Rachel,768,flicknamn
3091,Rasha,766,flicknamn
3092,Reem,764,flicknamn
3093,Rosanna,746,flicknamn
3094,Rama,673,flicknamn
3095,Rosmarie,656,flicknamn
3096,Rosemarie,633,flicknamn
3097,Randi,608,flicknamn
3098,Rahma,599,flicknamn
3099,Rim,597,flicknamn
3100,Rosie,592,flicknamn
3101,René,559,flicknamn
3102,Reidun,546,flicknamn
3103,Roxana,525,flicknamn
3104,Roza,523,flicknamn
3105,Rawan,517,flicknamn
3106,Rahaf,470,flicknamn
3107,Rayan,458,flicknamn
3108,Rose-Mari,455,flicknamn
3109,Rosario,439,flicknamn
3110,Rashid,430,flicknamn
3111,Rosmari,425,flicknamn
3112,Raquel,418,flicknamn
3113,Reneé,418,flicknamn
3114,Ruby,418,flicknamn
3115,Roya,408,flicknamn
3116,Rahel,399,flicknamn
3117,Raghad,398,flicknamn
3118,Rebeca,376,flicknamn
3119,Robin,365,flicknamn
3120,Rabia,364,flicknamn
3121,Randa,364,flicknamn
3122,Razan,345,flicknamn
3123,Radmila,325,flicknamn
3124,Rolfsdotter,308,flicknamn
3125,Rosina,293,flicknamn
3126,Rina,291,flicknamn
3127,Roberta,287,flicknamn
3128,Romina,276,flicknamn
3129,Rauni,269,flicknamn
3130,Ronya,267,flicknamn
3131,Rocio,259,flicknamn
3132,Ruta,254,flicknamn
3133,Rafaela,251,flicknamn
3134,Rauha,245,flicknamn
3135,Rand,238,flicknamn
3136,Roula,236,flicknamn
3137,Ruzica,236,flicknamn
3138,Rani,232,flicknamn
3139,Rozalia,229,flicknamn
3140,Rahwa,228,flicknamn
3141,Raad,216,flicknamn
3142,Ranim,213,flicknamn
3143,Rode,213,flicknamn
3144,Ruba,213,flicknamn
3145,Riham,208,flicknamn
3146,Ranya,205,flicknamn
3147,Reham,205,flicknamn
3148,Rojin,205,flicknamn
3149,Rajaa,204,flicknamn
3150,Robert,56508,pojknamn
3151,Rolf,51147,pojknamn
3152,Roland,43531,pojknamn
3153,Roger,38242,pojknamn
3154,Robin,29088,pojknamn
3155,Rune,28736,pojknamn
3156,Rickard,22430,pojknamn
3157,Rasmus,18606,pojknamn
3158,Richard,17677,pojknamn
3159,Ragnar,15890,pojknamn
3160,Ronny,11603,pojknamn
3161,Rikard,10178,pojknamn
3162,Reinhold,4968,pojknamn
3163,Roy,4679,pojknamn
3164,Ruben,4388,pojknamn
3165,Ronnie,3822,pojknamn
3166,Reza,3553,pojknamn
3167,Rudolf,3537,pojknamn
3168,Ralf,3384,pojknamn
3169,Ronald,2452,pojknamn
3170,Raymond,2315,pojknamn
3171,Rafael,2256,pojknamn
3172,Reine,2222,pojknamn
3173,Roberto,1893,pojknamn
3174,Ralph,1759,pojknamn
3175,Rami,1591,pojknamn
3176,Roine,1530,pojknamn
3177,Reidar,1459,pojknamn
3178,Raimo,1451,pojknamn
3179,Rainer,1400,pojknamn
3180,Ragnvald,1371,pojknamn
3181,René,1319,pojknamn
3182,Roman,1304,pojknamn
3183,Ricardo,1194,pojknamn
3184,Rutger,1194,pojknamn
3185,Reijo,1144,pojknamn
3186,Reino,1142,pojknamn
3187,Roberth,1084,pojknamn
3188,Rafal,1014,pojknamn
3189,Rashid,1004,pojknamn
3190,Runo,1003,pojknamn
3191,Rodrigo,941,pojknamn
3192,Rahman,939,pojknamn
3193,Ryan,935,pojknamn
3194,Raul,933,pojknamn
3195,Risto,932,pojknamn
3196,Ricky,837,pojknamn
3197,Rayan,833,pojknamn
3198,Raoul,792,pojknamn
3199,Runar,776,pojknamn
3200,Romeo,746,pojknamn
3201,Ryszard,739,pojknamn
3202,Raed,657,pojknamn
3203,Ramon,631,pojknamn
3204,Ramadan,604,pojknamn
3205,Ray,548,pojknamn
3206,Royne,536,pojknamn
3207,Raad,520,pojknamn
3208,Rufus,520,pojknamn
3209,Robbin,518,pojknamn
3210,Rahim,494,pojknamn
3211,Ramin,485,pojknamn
3212,Robel,426,pojknamn
3213,Rauno,416,pojknamn
3214,Ricard,407,pojknamn
3215,Ramazan,404,pojknamn
3216,Rene,396,pojknamn
3217,Roni,395,pojknamn
3218,Riad,393,pojknamn
3219,Rex,392,pojknamn
3220,Raphael,389,pojknamn
3221,Rio,369,pojknamn
3222,Rustan,353,pojknamn
3223,Radoslaw,343,pojknamn
3224,Ramzi,336,pojknamn
3225,Ramiz,314,pojknamn
3226,Rachid,310,pojknamn
3227,Renato,304,pojknamn
3228,Rikhard,303,pojknamn
3229,Reda,300,pojknamn
3230,River,299,pojknamn
3231,Rein,294,pojknamn
3232,Rocky,291,pojknamn
3233,Rudi,287,pojknamn
3234,Rick,286,pojknamn
3235,Rasim,256,pojknamn
3236,Radwan,253,pojknamn
3237,Ryno,241,pojknamn
3238,Reddy,240,pojknamn
3239,Ruslan,238,pojknamn
3240,Sofia,92408,flicknamn
3241,Sara,66056,flicknamn
3242,Susanne,51457,flicknamn
3243,Siv,35988,flicknamn
3244,Sandra,30667,flicknamn
3245,Sofie,30179,flicknamn
3246,Sonja,22287,flicknamn
3247,Stina,19891,flicknamn
3248,Signe,19633,flicknamn
3249,Solveig,17406,flicknamn
3250,Saga,15394,flicknamn
3251,Sigrid,14161,flicknamn
3252,Susanna,13132,flicknamn
3253,Svea,11347,flicknamn
3254,Sanna,10902,flicknamn
3255,Siri,9280,flicknamn
3256,Selma,9185,flicknamn
3257,Sylvia,9145,flicknamn
3258,Sarah,8258,flicknamn
3259,Stella,8254,flicknamn
3260,Sophie,7180,flicknamn
3261,Sabina,6883,flicknamn
3262,Sophia,5781,flicknamn
3263,Sofi,4839,flicknamn
3264,Susann,4083,flicknamn
3265,Sally,3769,flicknamn
3266,Simone,3249,flicknamn
3267,Stephanie,3149,flicknamn
3268,Suzanne,3026,flicknamn
3269,Susan,2766,flicknamn
3270,Solvig,2723,flicknamn
3271,Samira,2546,flicknamn
3272,Sinikka,2464,flicknamn
3273,Sonia,2195,flicknamn
3274,Synnöve,1712,flicknamn
3275,Smilla,1685,flicknamn
3276,Sari,1596,flicknamn
3277,Seija,1596,flicknamn
3278,Silvia,1572,flicknamn
3279,Siw,1572,flicknamn
3280,Sabine,1460,flicknamn
3281,Sigbritt,1440,flicknamn
3282,Salma,1348,flicknamn
3283,Sirpa,1338,flicknamn
3284,Svetlana,1281,flicknamn
3285,Signhild,1279,flicknamn
3286,Sol,1228,flicknamn
3287,Sisko,1220,flicknamn
3288,Sirkka,1167,flicknamn
3289,Said,1108,flicknamn
3290,Sahar,1086,flicknamn
3291,Sibylla,1039,flicknamn
3292,Solbritt,1031,flicknamn
3293,Samantha,1018,flicknamn
3294,Sabrina,999,flicknamn
3295,Satu,962,flicknamn
3296,Sanne,948,flicknamn
3297,Sabah,941,flicknamn
3298,Shirin,911,flicknamn
3299,Simona,910,flicknamn
3300,Sylwia,904,flicknamn
3301,Sahra,887,flicknamn
3302,Silva,818,flicknamn
3303,Suzana,796,flicknamn
3304,Sanja,770,flicknamn
3305,Stefanie,770,flicknamn
3306,Solweig,750,flicknamn
3307,Selina,735,flicknamn
3308,Siham,724,flicknamn
3309,Stigsdotter,721,flicknamn
3310,Suzan,719,flicknamn
3311,Sana,708,flicknamn
3312,Savannah,670,flicknamn
3313,Samar,668,flicknamn
3314,Saba,640,flicknamn
3315,Saleh,640,flicknamn
3316,Sanela,635,flicknamn
3317,Sham,611,flicknamn
3318,Sylvi,611,flicknamn
3319,Sol-Britt,609,flicknamn
3320,Sandy,584,flicknamn
3321,Shukri,580,flicknamn
3322,Saida,574,flicknamn
3323,Silvana,574,flicknamn
3324,Safa,543,flicknamn
3325,Snezana,534,flicknamn
3326,Saeed,520,flicknamn
3327,Samia,515,flicknamn
3328,Susana,514,flicknamn
3329,Saad,507,flicknamn
3330,Sven,103891,pojknamn
3331,Stefan,72819,pojknamn
3332,Stig,52163,pojknamn
3333,Simon,39035,pojknamn
3334,Sebastian,37639,pojknamn
3335,Sten,23290,pojknamn
3336,Samuel,20343,pojknamn
3337,Sören,16016,pojknamn
3338,Sture,13664,pojknamn
3339,Sune,12918,pojknamn
3340,Staffan,12160,pojknamn
3341,Sixten,11872,pojknamn
3342,Sigvard,11174,pojknamn
3343,Svante,7958,pojknamn
3344,Sam,6072,pojknamn
3345,Sigurd,4931,pojknamn
3346,Stellan,3963,pojknamn
3347,Sven-Erik,3813,pojknamn
3348,Sigge,3805,pojknamn
3349,Said,3733,pojknamn
3350,Sami,3429,pojknamn
3351,Samir,3269,pojknamn
3352,Sigfrid,3250,pojknamn
3353,Sonny,3197,pojknamn
3354,Sivert,2654,pojknamn
3355,Seth,2580,pojknamn
3356,Sven-Olof,2274,pojknamn
3357,Sverker,1742,pojknamn
3358,Sakari,1692,pojknamn
3359,Sven-Åke,1677,pojknamn
3360,Saleh,1636,pojknamn
3361,Stephan,1619,pojknamn
3362,Salah,1536,pojknamn
3363,Steve,1443,pojknamn
3364,Stanislaw,1411,pojknamn
3365,Saad,1403,pojknamn
3366,Samer,1384,pojknamn
3367,Seppo,1370,pojknamn
3368,Steven,1289,pojknamn
3369,Sven Erik,1270,pojknamn
3370,Salim,1250,pojknamn
3371,Seyed,1092,pojknamn
3372,Sean,1065,pojknamn
3373,Stephen,1054,pojknamn
3374,Salih,998,pojknamn
3375,Saeed,992,pojknamn
3376,Scott,944,pojknamn
3377,Stanley,938,pojknamn
3378,Sölve,909,pojknamn
3379,Salman,898,pojknamn
3380,Sabah,835,pojknamn
3381,Severin,828,pojknamn
3382,Salem,823,pojknamn
3383,Sander,806,pojknamn
3384,Sergio,787,pojknamn
3385,Salomon,774,pojknamn
3386,Sven-Olov,758,pojknamn
3387,Seved,755,pojknamn
3388,Singh,752,pojknamn
3389,Salam,747,pojknamn
3390,Saman,746,pojknamn
3391,Set,737,pojknamn
3392,Sakarias,721,pojknamn
3393,Sven Olof,697,pojknamn
3394,Sammy,682,pojknamn
3395,Sandor,665,pojknamn
3396,Senad,651,pojknamn
3397,Slawomir,643,pojknamn
3398,Sverre,639,pojknamn
3399,Sayed,630,pojknamn
3400,Solomon,603,pojknamn
3401,Saif,575,pojknamn
3402,Sabri,574,pojknamn
3403,Sven Åke,567,pojknamn
3404,Silas,561,pojknamn
3405,Sasa,560,pojknamn
3406,Sylve,551,pojknamn
3407,Syed,542,pojknamn
3408,Sten-Åke,540,pojknamn
3409,Santiago,528,pojknamn
3410,Sylvester,514,pojknamn
3411,Selim,488,pojknamn
3412,Sharif,473,pojknamn
3413,Sead,462,pojknamn
3414,Sinan,453,pojknamn
3415,Shadi,446,pojknamn
3416,Sulaiman,442,pojknamn
3417,Suleiman,433,pojknamn
3418,Styrbjörn,432,pojknamn
3419,Slobodan,425,pojknamn
3420,Therese,35801,flicknamn
3421,Therése,9496,flicknamn
3422,Tina,8672,flicknamn
3423,Tyra,8263,flicknamn
3424,Teresia,8223,flicknamn
3425,Tove,7748,flicknamn
3426,Tilda,7415,flicknamn
3427,Thea,6836,flicknamn
3428,Tindra,6786,flicknamn
3429,Tilde,6662,flicknamn
3430,Tuva,6660,flicknamn
3431,Terese,6136,flicknamn
3432,Thi,4653,flicknamn
3433,Teresa,4463,flicknamn
3434,Theresia,3901,flicknamn
3435,Tova,3250,flicknamn
3436,Tuulikki,2888,flicknamn
3437,Tora,2829,flicknamn
3438,Tanja,2634,flicknamn
3439,Theres,2457,flicknamn
3440,Tuula,2103,flicknamn
3441,Tea,1813,flicknamn
3442,Tellervo,1611,flicknamn
3443,Thyra,1606,flicknamn
3444,Theresa,1575,flicknamn
3445,Tarja,1497,flicknamn
3446,Tatiana,1347,flicknamn
3447,Tamara,1292,flicknamn
3448,Torborg,1173,flicknamn
3449,Terttu,1152,flicknamn
3450,Tara,1071,flicknamn
3451,Theresé,1038,flicknamn
3452,Terése,1026,flicknamn
3453,Titti,1024,flicknamn
3454,Tiina,1017,flicknamn
3455,Tekla,996,flicknamn
3456,Thérése,980,flicknamn
3457,Tess,898,flicknamn
3458,Thérese,892,flicknamn
3459,Tatjana,870,flicknamn
